frame,ms
178,6.94
179,6.92
180,6.62
181,7.10
182,7.06
183,6.86
184,7.24
185,6.97
186,6.67
187,6.95
188,6.55
189,6.66
190,7.11
191,6.57
192,7.09
193,7.25
194,6.66
195,6.55
196,6.67
197,7.16
198,6.52
199,6.65
200,6.75
201,6.61
202,7.63
203,7.11
204,7.11
205,6.55
206,6.49
207,7.73
208,7.21
209,6.60
210,6.82
211,7.31
212,7.26
213,6.99
214,6.60
215,6.49
216,7.27
217,7.83
218,6.89
219,7.35
220,6.65
221,7.12
222,6.91
223,6.49
224,6.49
225,6.51
226,7.20
227,7.45
228,6.54
229,6.49
230,6.62
231,6.55
232,7.00
233,7.42
234,6.46
235,6.46
236,6.48
237,6.93
238,6.50
239,6.47
240,6.64
241,6.45
242,7.10
243,6.52
244,6.53
245,6.49
246,6.74
247,6.99
248,6.60
249,6.56
250,6.87
251,6.79
252,6.95
253,6.54
254,6.51
255,6.54
256,6.63
257,8.00
258,6.57
259,6.49
260,6.49
261,6.59
262,6.90
263,6.55
264,6.64
265,6.59
266,6.57
267,7.71
268,6.61
269,6.57
270,6.60
271,6.54
272,6.98
273,6.81
274,6.56
275,6.49
276,6.54
277,6.97
278,6.48
279,6.52
280,6.50
281,6.49
282,6.91
283,6.61
284,6.50
285,6.49
286,6.55
287,6.85
288,6.65
289,6.57
290,6.60
291,6.53
292,6.85
293,6.52
294,6.49
295,6.51
296,6.57
297,6.97
298,6.48
299,6.49
300,6.47
301,6.86
302,7.36
303,6.47
304,6.49
305,6.54
306,6.52
307,7.11
308,6.50
309,6.52
310,6.58
311,6.48
312,7.55
313,6.57
314,6.56
315,6.49
316,6.47
317,7.01
318,6.63
319,6.49
320,6.50
321,6.50
322,6.77
323,6.52
324,6.94
325,6.45
326,6.52
327,7.05
328,6.65
329,6.43
330,6.54
331,6.53
332,7.03
333,6.68
334,6.41
335,6.45
336,6.40
337,8.76
338,6.85
339,6.60
340,6.58
341,6.50
342,7.02
343,6.33
344,6.24
345,6.48
346,6.34
347,6.87
348,6.53
349,6.38
350,6.51
351,6.47
352,6.98
353,6.85
354,6.74
355,6.56
356,6.35
357,7.05
358,6.37
359,6.66
360,6.61
361,6.46
362,6.99
363,6.62
364,6.53
365,6.57
366,6.57
367,7.15
368,6.49
369,6.47
370,6.54
371,6.42
372,6.99
373,8.02
374,6.44
375,7.13
376,6.87
377,7.16
378,6.76
379,6.61
380,6.53
381,6.51
382,6.96
383,7.04
384,6.75
385,6.60
386,6.58
387,7.07
388,6.51
389,6.51
390,6.54
391,6.77
392,7.57
393,6.70
394,6.92
395,6.48
396,6.52
397,6.96
398,6.49
399,6.84
400,6.68
401,6.58
402,8.00
403,6.58
404,6.61
405,6.55
406,7.08
407,6.88
408,6.82
409,6.50
410,6.52
411,6.52
412,6.95
413,6.88
414,6.51
415,6.51
416,6.95
417,7.04
418,6.51
419,6.39
420,6.97
421,6.60
422,7.21
423,6.51
424,6.50
425,6.95
426,6.88
427,7.93
428,6.64
429,6.48
430,7.14
431,6.95
432,7.15
433,6.50
434,6.39
435,6.46
436,6.55
437,6.86
438,6.82
439,6.58
440,6.29
441,6.62
442,7.34
443,6.49
444,6.40
445,6.43
446,6.43
447,6.90
448,6.36
449,7.09
450,6.58
451,6.69
452,6.95
453,6.48
454,6.53
455,6.40
456,6.65
457,6.94
458,6.99
459,6.99
460,6.46
461,6.71
462,7.14
463,6.66
464,6.91
465,6.59
466,6.95
467,7.49
468,6.94
469,7.03
470,6.97
471,6.80
472,7.84
473,6.60
474,7.07
475,7.22
476,7.14
477,7.80
478,7.32
479,7.29
480,6.77
481,6.73
482,7.21
483,6.49
484,6.72
485,6.64
486,6.95
487,6.99
488,6.67
489,6.47
490,6.52
491,6.50
492,6.92
493,6.54
494,6.90
495,6.62
496,6.59
497,7.07
498,6.51
499,6.51
500,6.71
501,7.11
502,6.92
503,7.10
504,6.82
505,6.85
506,6.65
507,6.94
508,6.54
509,6.63
510,6.66
511,6.92
512,7.02
513,6.56
514,7.64
515,6.63
516,6.64
517,7.24
518,6.86
519,6.77
520,6.67
521,6.55
522,7.01
523,6.63
524,6.62
525,6.55
526,6.51
527,7.27
528,6.56
529,6.62
530,6.55
531,6.53
532,7.25
533,6.65
534,6.66
535,6.91
536,6.64
537,7.24
538,6.58
539,6.76
540,6.63
541,6.90
542,7.29
543,7.11
544,6.84
545,6.56
546,6.57
547,7.33
548,6.66
549,6.69
550,6.63
551,6.70
552,6.90
553,6.79
554,6.60
555,6.66
556,6.44
557,6.82
558,7.32
559,6.58
560,6.60
561,6.66
562,7.08
563,7.97
564,6.56
565,6.42
566,6.45
567,6.97
568,6.56
569,6.67
570,6.64
571,6.60
572,7.16
573,6.61
574,6.88
575,6.88
576,6.73
577,7.62
578,6.50
579,6.65
580,6.43
581,6.68
582,7.00
583,6.56
584,6.37
585,6.56
586,6.63
587,6.90
588,6.96
589,6.57
590,6.43
591,6.27
592,7.44
593,6.63
594,7.21
595,6.98
596,6.47
597,7.01
598,6.65
599,6.61
600,7.16
601,6.64
602,7.17
603,6.63
604,6.89
605,7.03
606,6.66
607,7.01
608,6.52
609,6.55
610,6.41
611,6.59
612,6.90
613,6.55
614,6.59
615,6.36
616,6.95
617,6.89
618,6.56
619,6.51
620,6.63
621,6.52
622,7.16
623,6.81
624,6.52
625,6.44
626,6.64
627,6.89
628,6.59
629,6.71
630,6.56
631,6.79
632,6.98
633,7.21
634,6.56
635,6.58
636,6.54
637,6.96
638,7.32
639,6.68
640,6.66
641,6.55
642,7.13
643,6.89
644,6.72
645,6.57
646,6.55
647,6.96
648,6.55
649,6.50
650,6.59
651,6.49
652,7.83
653,6.57
654,6.55
655,6.54
656,6.54
657,7.70
658,6.63
659,6.55
660,6.53
661,6.23
662,6.83
663,6.54
664,7.07
665,6.83
666,6.57
667,7.33
668,6.64
669,6.68
670,6.53
671,6.87
672,7.05
673,6.78
674,6.91
675,6.63
676,6.61
677,7.00
678,6.51
679,6.64
680,6.37
681,6.50
682,7.29
683,6.57
684,7.00
685,6.57
686,6.79
687,7.03
688,6.54
689,7.28
690,6.69
691,6.60
692,7.28
693,6.74
694,6.61
695,6.70
696,6.64
697,7.04
698,6.56
699,6.42
700,6.63
701,7.00
702,7.56
703,6.60
704,6.61
705,7.84
706,6.61
707,7.18
708,6.61
709,7.12
710,6.83
711,6.61
712,7.58
713,6.65
714,6.62
715,6.75
716,7.47
717,7.21
718,6.80
719,7.38
720,6.82
721,7.00
722,7.21
723,6.61
724,7.69
725,6.68
726,6.81
727,7.08
728,7.07
729,6.47
730,6.57
731,6.57
732,7.39
733,6.53
734,6.60
735,6.76
736,6.55
737,7.07
738,7.07
739,6.62
740,6.56
741,6.53
742,7.37
743,6.68
744,7.79
745,6.57
746,6.41
747,7.21
748,6.69
749,6.64
750,6.75
751,6.51
752,7.10
753,6.58
754,7.26
755,6.62
756,6.44
757,6.97
758,6.75
759,6.97
760,7.01
761,6.91
762,7.29
763,7.05
764,6.63
765,6.39
766,6.68
767,7.84
768,6.60
769,6.53
770,6.66
771,6.50
772,7.60
773,6.55
774,6.28
775,6.65
776,6.78
777,7.63
778,6.71
779,7.07
780,6.48
781,6.54
782,7.05
783,6.58
784,6.59
785,6.82
786,6.48
787,6.93
788,6.55
789,6.58
790,6.55
791,6.50
792,6.98
793,6.49
794,6.50
795,6.65
796,6.32
797,8.05
798,6.64
799,6.56
800,6.44
801,6.58
802,7.05
803,6.63
804,6.20
805,6.55
806,6.68
807,7.44
808,6.51
809,6.57
810,6.37
811,6.54
812,7.08
813,6.63
814,6.60
815,6.58
816,6.75
817,7.10
818,6.91
819,6.89
820,6.48
821,6.72
822,7.21
823,6.63
824,6.79
825,6.62
826,6.80
827,7.49
828,6.56
829,6.64
830,6.62
831,6.49
832,6.95
833,7.32
834,6.75
835,6.62
836,6.72
837,7.16
838,6.70
839,6.76
840,6.72
841,6.83
842,7.62
843,6.68
844,6.74
845,6.66
846,6.58
847,7.15
848,7.00
849,6.66
850,6.71
851,6.61
852,6.73
853,7.10
854,6.76
855,6.58
856,6.55
857,7.08
858,6.97
859,6.95
860,7.23
861,6.67
862,7.16
863,6.86
864,6.56
865,6.68
866,6.74
867,6.81
868,6.53
869,6.89
870,6.74
871,6.69
872,7.06
873,6.72
874,7.59
875,6.70
876,6.63
877,7.07
878,7.18
879,6.69
880,6.54
881,6.66
882,7.22
883,7.67
884,7.05
885,6.74
886,6.84
887,7.16
888,6.62
889,6.51
890,6.47
891,6.57
892,6.95
893,6.95
894,6.59
895,6.79
896,6.56
897,6.90
898,6.66
899,6.73
900,6.73
901,7.42
902,6.91
903,6.61
904,6.58
905,7.13
906,7.94
907,6.99
908,7.15
909,6.72
910,6.66
911,6.63
912,7.33
913,6.79
914,6.64
915,6.63
916,6.82
917,6.92
918,6.44
919,6.51
920,6.57
921,6.45
922,7.46
923,6.62
924,7.01
925,6.50
926,6.41
927,7.15
928,6.48
929,6.65
930,7.65
931,6.53
932,6.92
933,6.59
934,6.57
935,6.68
936,6.56
937,7.19
938,7.30
939,6.71
940,6.59
941,6.75
942,7.25
943,6.79
944,6.65
945,6.91
946,6.81
947,7.29
948,7.18
949,6.69
950,6.69
951,6.79
952,7.15
953,6.54
954,6.98
955,6.54
956,6.53
957,7.14
958,6.70
959,7.25
960,6.63
961,6.92
962,7.85
963,6.76
964,7.44
965,6.82
966,7.90
967,7.20
968,6.62
969,6.66
970,6.79
971,6.67
972,7.76
973,6.67
974,9.02
975,6.57
976,6.76
977,6.98
978,7.47
979,6.79
980,7.11
981,7.02
982,7.06
983,6.76
984,6.62
985,6.76
986,6.62
987,7.70
988,6.83
989,7.31
990,6.81
991,6.68
992,7.54
993,7.12
994,6.84
995,6.68
996,7.08
997,7.15
998,6.81
999,6.62
1000,7.49
1001,6.66
1002,7.10
1003,6.56
1004,6.64
1005,6.64
1006,6.35
1007,7.11
1008,7.57
1009,6.59
1010,6.61
1011,7.21
1012,7.95
1013,6.48
1014,7.42
1015,6.58
1016,6.51
1017,6.98
1018,6.61
1019,6.45
1020,6.67
1021,6.61
1022,7.04
1023,6.65
1024,7.06
1025,6.65
1026,7.02
1027,7.18
1028,6.62
1029,7.64
1030,7.31
1031,6.61
1032,7.07
1033,6.84
1034,6.61
1035,6.75
1036,6.69
1037,7.76
1038,7.24
1039,6.65
1040,7.29
1041,6.62
1042,8.32
1043,6.81
1044,6.65
1045,7.07
1046,6.60
1047,7.48
1048,6.70
1049,7.36
1050,7.05
1051,6.71
1052,7.12
1053,6.80
1054,7.34
1055,6.96
1056,6.58
1057,7.10
1058,7.74
1059,6.62
1060,6.53
1061,6.55
1062,7.53
1063,6.70
1064,6.59
1065,6.48
1066,6.58
1067,7.26
1068,6.59
1069,7.12
1070,6.41
1071,6.42
1072,7.67
1073,6.69
1074,6.47
1075,6.36
1076,6.68
1077,7.81
1078,6.55
1079,7.81
1080,6.46
1081,7.66
1082,7.47
1083,6.55
1084,6.99
1085,6.75
1086,6.92
1087,7.38
1088,7.04
1089,7.01
1090,6.48
1091,6.62
1092,7.85
1093,6.91
1094,6.58
1095,6.70
1096,6.61
1097,7.36
1098,6.54
1099,6.46
1100,6.46
1101,6.45
1102,7.05
1103,6.54
1104,6.61
1105,6.46
1106,6.55
1107,8.05
1108,6.52
1109,6.78
1110,7.44
1111,6.56
1112,7.63
1113,6.66
1114,7.72
1115,6.52
1116,6.72
1117,6.97
1118,7.00
1119,6.66
1120,7.29
1121,6.44
1122,7.01
1123,6.45
1124,6.52
1125,6.42
1126,6.52
1127,7.52
1128,6.55
1129,7.10
1130,6.95
1131,6.80
1132,7.25
1133,6.44
1134,6.46
1135,6.76
1136,6.55
1137,7.05
1138,6.63
1139,6.83
1140,6.55
1141,6.76
1142,7.30
1143,6.42
1144,6.66
1145,6.49
1146,6.46
1147,7.26
1148,7.05
1149,6.67
1150,6.62
1151,6.74
1152,7.17
1153,6.89
1154,6.82
1155,6.66
1156,6.57
1157,7.10
1158,6.42
1159,6.45
1160,6.57
1161,6.45
1162,6.94
1163,6.64
1164,6.57
1165,6.50
1166,6.50
1167,6.95
1168,6.53
1169,6.54
1170,6.43
1171,6.49
1172,7.07
1173,6.70
1174,6.57
1175,6.72
1176,6.54
1177,6.97
1178,6.92
1179,6.54
1180,7.03
1181,6.58
1182,7.10
1183,7.30
1184,6.50
1185,6.59
1186,6.55
1187,7.01
1188,6.80
1189,6.58
1190,6.46
1191,6.55
1192,6.90
1193,6.55
1194,6.50
1195,6.56
1196,6.50
1197,6.99
1198,6.62
1199,6.42
1200,6.99
1201,6.44
1202,6.82
1203,6.45
1204,6.64
1205,6.84
1206,6.55
1207,7.48
1208,6.74
1209,6.83
1210,7.22
1211,6.60
1212,7.66
1213,6.83
1214,6.56
1215,6.51
1216,6.56
1217,6.94
1218,6.69
1219,6.89
1220,6.50
1221,6.44
1222,7.54
1223,6.47
1224,6.44
1225,6.43
1226,6.46
1227,6.91
1228,7.44
1229,6.56
1230,6.54
1231,6.38
1232,6.86
1233,6.48
1234,6.41
1235,6.69
1236,6.74
1237,7.10
1238,6.76
1239,6.47
1240,6.34
1241,6.51
1242,6.91
1243,6.43
1244,6.50
1245,6.46
1246,6.42
1247,6.96
1248,6.52
1249,6.49
1250,6.83
1251,6.49
1252,6.89
1253,6.94
1254,6.48
1255,6.43
1256,6.76
1257,6.84
1258,6.53
1259,6.71
1260,6.57
1261,6.55
1262,6.92
1263,6.55
1264,7.18
1265,6.58
1266,6.38
1267,7.22
1268,6.48
1269,7.31
1270,6.68
1271,6.73
1272,7.15
1273,6.43
1274,6.54
1275,6.61
1276,6.55
1277,6.88
1278,6.56
1279,6.82
1280,6.88
1281,6.62
1282,7.00
1283,6.51
1284,6.44
1285,7.27
1286,6.61
1287,7.60
1288,6.47
1289,6.56
1290,6.44
1291,6.38
1292,7.01
1293,6.81
1294,6.49
1295,6.54
1296,6.32
1297,7.00
1298,6.61
1299,6.50
1300,6.62
1301,6.52
1302,7.75
1303,6.44
1304,6.57
1305,6.42
1306,6.45
1307,7.03
1308,6.52
1309,6.58
1310,6.58
1311,6.54
1312,6.97
1313,7.24
1314,7.12
1315,6.61
1316,6.57
1317,7.22
1318,6.55
1319,6.80
1320,6.54
1321,6.55
1322,7.00
1323,6.54
1324,6.59
1325,6.85
1326,6.59
1327,6.90
1328,6.91
1329,6.51
1330,6.48
1331,6.51
1332,7.29
1333,6.59
1334,6.65
1335,6.91
1336,6.51
1337,7.18
1338,6.48
1339,6.62
1340,6.69
1341,6.75
1342,7.00
1343,6.52
1344,6.48
1345,6.56
1346,6.48
1347,6.93
1348,6.60
1349,6.63
1350,6.67
1351,6.39
1352,6.83
1353,6.54
1354,7.24
1355,6.48
1356,6.63
1357,7.75
1358,6.58
1359,6.46
1360,6.50
1361,6.53
1362,7.66
1363,6.47
1364,6.51
1365,6.45
1366,6.46
1367,7.11
1368,6.52
1369,6.89
1370,6.44
1371,6.61
1372,7.33
1373,6.49
1374,6.59
1375,6.56
1376,6.44
1377,7.10
1378,6.68
1379,6.57
1380,6.63
1381,6.63
1382,7.11
1383,6.62
1384,6.54
1385,6.45
1386,6.70
1387,7.02
1388,6.63
1389,6.51
1390,6.50
1391,6.66
1392,6.94
1393,6.46
1394,7.06
1395,6.52
1396,6.47
1397,6.99
1398,6.79
1399,6.93
1400,6.74
1401,6.88
1402,6.94
1403,6.56
1404,6.55
1405,6.46
1406,6.50
1407,6.89
1408,6.43
1409,6.50
1410,7.34
1411,6.75
1412,6.94
1413,6.64
1414,6.66
1415,6.69
1416,6.56
1417,7.03
1418,6.59
1419,6.60
1420,6.76
1421,6.54
1422,6.98
1423,6.62
1424,6.59
1425,6.65
1426,6.48
1427,7.22
1428,6.42
1429,6.58
1430,6.55
1431,6.51
1432,6.79
1433,6.59
1434,6.52
1435,6.44
1436,6.46
1437,6.88
1438,6.51
1439,6.49
1440,6.50
1441,6.51
1442,6.95
1443,6.57
1444,6.63
1445,6.72
1446,6.53
1447,7.10
1448,7.27
1449,6.56
1450,6.88
1451,6.60
1452,6.91
1453,6.86
1454,6.62
1455,6.54
1456,6.53
1457,6.83
1458,6.72
1459,6.48
1460,6.49
1461,6.90
1462,6.92
1463,7.47
1464,6.77
1465,6.53
1466,6.76
1467,6.98
1468,6.50
1469,6.67
1470,6.58
1471,6.44
1472,6.99
1473,6.71
1474,6.72
1475,6.77
1476,6.75
1477,7.37
1478,6.64
1479,6.64
1480,6.56
1481,6.63
1482,7.13
1483,6.60
1484,7.56
1485,6.79
1486,6.62
1487,7.17
1488,6.63
1489,6.61
1490,6.58
1491,6.59
1492,6.89
1493,6.78
1494,6.52
1495,6.42
1496,6.54
1497,7.08
1498,6.50
1499,6.62
1500,6.37
1501,6.65
1502,6.93
1503,6.59
1504,7.45
1505,6.67
1506,6.82
1507,6.98
1508,6.61
1509,6.73
1510,6.62
1511,6.60
1512,6.97
1513,6.55
1514,6.96
1515,6.43
1516,6.55
1517,7.08
1518,6.62
1519,6.73
1520,6.45
1521,6.49
1522,7.32
1523,6.74
1524,6.52
1525,6.60
1526,6.53
1527,6.95
1528,6.50
1529,6.60
1530,6.56
1531,6.50
1532,6.86
1533,7.02
1534,6.76
1535,6.60
1536,6.83
1537,7.44
1538,6.61
1539,7.21
1540,6.57
1541,6.71
1542,7.05
1543,6.69
1544,7.43
1545,6.53
1546,6.59
1547,7.28
1548,6.60
1549,6.92
1550,6.68
1551,6.58
1552,7.12
1553,6.65
1554,6.60
1555,6.58
1556,6.74
1557,7.04
1558,6.66
1559,6.58
1560,6.58
1561,6.57
1562,7.70
1563,6.54
1564,6.64
1565,6.56
1566,7.01
1567,6.98
1568,6.56
1569,6.58
1570,6.65
1571,6.72
1572,7.33
1573,7.16
1574,6.58
1575,6.67
1576,6.56
1577,6.94
1578,6.64
1579,6.98
1580,6.48
1581,6.71
1582,6.98
1583,7.21
1584,6.62
1585,7.26
1586,6.52
1587,7.93
1588,6.62
1589,6.62
1590,6.64
1591,6.61
1592,6.96
1593,6.71
1594,6.63
1595,7.16
1596,6.53
1597,6.99
1598,6.66
1599,6.54
1600,6.57
1601,6.57
1602,7.78
1603,6.63
1604,7.04
1605,6.79
1606,6.72
1607,7.09
1608,6.60
1609,6.62
1610,6.47
1611,6.59
1612,6.96
1613,6.58
1614,6.57
1615,6.50
1616,6.51
1617,7.03
1618,6.73
1619,6.66
1620,6.65
1621,6.72
1622,6.90
1623,6.93
1624,6.54
1625,6.53
1626,6.51
1627,6.94
1628,6.52
1629,6.65
1630,6.71
1631,6.71
1632,7.52
1633,6.52
1634,6.78
1635,6.99
1636,6.76
1637,7.17
1638,6.60
1639,7.15
1640,6.72
1641,6.55
1642,6.95
1643,7.58
1644,6.78
1645,6.62
1646,6.54
1647,6.97
1648,6.67
1649,6.64
1650,6.69
1651,6.61
1652,7.04
1653,6.92
1654,6.80
1655,7.42
1656,7.63
1657,7.21
1658,6.77
1659,7.04
1660,7.76
1661,6.60
1662,7.01
1663,6.97
1664,6.57
1665,6.51
1666,6.68
1667,7.03
1668,6.63
1669,7.11
1670,6.73
1671,6.97
1672,7.11
1673,6.56
1674,6.67
1675,6.68
1676,6.62
1677,7.02
1678,6.74
1679,6.59
1680,7.04
1681,6.81
1682,8.24
1683,6.93
1684,6.58
1685,6.90
1686,6.57
1687,7.18
1688,6.62
1689,6.78
1690,7.57
1691,6.71
1692,7.06
1693,6.60
1694,6.77
1695,7.01
1696,6.67
1697,7.10
1698,7.10
1699,6.57
1700,6.70
1701,6.61
1702,7.00
1703,6.57
1704,6.52
1705,6.54
1706,6.62
1707,6.98
1708,6.55
1709,6.75
1710,6.59
1711,7.24
1712,7.21
1713,6.63
1714,6.66
1715,6.51
1716,6.52
1717,7.29
1718,6.59
1719,6.66
1720,6.74
1721,6.58
1722,7.13
1723,6.67
1724,6.44
1725,6.41
1726,6.53
1727,6.97
1728,6.59
1729,6.54
1730,6.53
1731,6.58
1732,7.54
1733,6.58
1734,6.59
1735,6.52
1736,6.57
1737,6.94
1738,6.76
1739,6.75
1740,6.61
1741,6.67
1742,7.10
1743,6.80
1744,6.69
1745,6.71
1746,6.78
1747,7.47
1748,6.68
1749,6.75
1750,6.61
1751,6.70
1752,7.01
1753,6.66
1754,6.62
1755,6.97
1756,6.85
1757,7.02
1758,6.81
1759,6.68
1760,6.98
1761,6.59
1762,7.28
1763,6.54
1764,6.52
1765,6.50
1766,6.63
1767,8.19
1768,6.62
1769,6.77
1770,6.77
1771,6.51
1772,7.17
1773,6.52
1774,6.52
1775,6.91
1776,6.54
1777,7.39
1778,6.54
1779,7.28
1780,6.57
1781,6.68
1782,7.00
1783,6.55
1784,6.89
1785,6.66
1786,6.63
1787,7.02
1788,7.04
1789,6.72
1790,6.89
1791,6.58
1792,6.95
1793,7.09
1794,6.76
1795,6.93
1796,6.64
1797,7.66
1798,6.81
1799,6.63
1800,6.76
1801,6.63
1802,8.04
1803,6.59
1804,6.55
1805,6.62
1806,6.83
1807,7.18
1808,6.57
1809,6.77
1810,6.49
1811,6.65
1812,7.13
1813,6.68
1814,6.58
1815,6.73
1816,6.93
1817,7.03
1818,6.68
1819,6.76
1820,6.61
1821,6.79
1822,7.97
1823,6.62
1824,6.90
1825,6.67
1826,6.61
1827,6.95
1828,7.45
1829,7.00
1830,6.70
1831,7.31
1832,7.54
1833,6.54
1834,6.69
1835,6.62
1836,6.50
1837,7.07
1838,6.87
1839,6.48
1840,6.50
1841,6.73
1842,6.98
1843,6.51
1844,6.64
1845,7.31
1846,6.94
1847,7.24
1848,7.27
1849,6.58
1850,6.64
1851,6.92
1852,7.17
1853,6.60
1854,6.46
1855,6.44
1856,6.56
1857,7.64
1858,6.51
1859,6.66
1860,6.70
1861,6.51
1862,6.92
1863,6.49
1864,6.51
1865,6.58
1866,6.90
1867,6.93
1868,6.52
1869,6.67
1870,7.30
1871,6.74
1872,7.05
1873,6.84
1874,6.53
1875,6.53
1876,6.48
1877,7.22
1878,6.70
1879,6.69
1880,7.71
1881,6.72
1882,6.97
1883,6.82
1884,6.69
1885,7.13
1886,6.73
1887,7.24
1888,6.51
1889,6.79
1890,6.66
1891,6.55
1892,7.21
1893,6.79
1894,6.86
1895,6.64
1896,6.54
1897,6.88
1898,6.49
1899,7.06
1900,6.59
1901,6.45
1902,6.85
1903,6.47
1904,6.51
1905,6.44
1906,6.95
1907,7.05
1908,6.49
1909,6.59
1910,6.65
1911,6.49
1912,6.97
1913,6.63
1914,6.58
1915,6.53
1916,6.53
1917,7.38
1918,6.64
1919,6.53
1920,6.56
1921,6.70
1922,7.18
1923,6.54
1924,6.48
1925,7.40
1926,6.64
1927,6.92
1928,6.53
1929,7.15
1930,6.51
1931,6.54
1932,7.12
1933,6.56
1934,6.79
1935,6.38
1936,6.53
1937,7.19
1938,6.46
1939,6.47
1940,6.81
1941,6.50
1942,7.89
1943,6.46
1944,6.92
1945,6.53
1946,7.78
1947,7.08
1948,6.68
1949,6.56
1950,6.56
1951,7.08
1952,7.09
1953,6.62
1954,6.60
1955,6.45
1956,6.51
1957,6.97
1958,6.98
1959,6.51
1960,6.59
1961,6.74
1962,6.96
1963,6.59
1964,6.60
1965,6.61
1966,6.68
1967,7.48
1968,6.65
1969,6.52
1970,6.72
1971,7.05
1972,7.01
1973,7.53
1974,6.94
1975,6.48
1976,6.49
1977,7.34
1978,6.77
1979,6.66
1980,6.60
1981,6.48
1982,7.21
1983,6.58
1984,6.51
1985,6.54
1986,6.81
1987,6.89
1988,6.54
1989,6.51
1990,6.79
1991,6.60
1992,7.69
1993,6.63
1994,6.87
1995,6.61
1996,6.65
1997,7.56
1998,6.59
1999,6.73
2000,6.62
2001,6.58
2002,7.50
2003,6.57
2004,6.94
2005,6.57
2006,6.64
2007,7.54
2008,7.00
2009,7.19
2010,6.62
2011,8.63
2012,7.01
2013,6.68
2014,6.57
2015,6.69
2016,6.58
2017,7.16
2018,6.63
2019,6.68
2020,6.50
2021,6.58
2022,7.43
2023,6.66
2024,6.77
2025,6.65
2026,6.63
2027,7.08
2028,6.58
2029,6.75
2030,6.62
2031,6.63
2032,6.95
2033,7.34
2034,6.51
2035,6.93
2036,6.61
2037,7.06
2038,6.72
2039,6.64
2040,6.72
2041,6.65
2042,7.02
2043,6.82
2044,7.11
2045,6.63
2046,6.64
2047,7.35
2048,7.17
2049,6.59
2050,6.69
2051,6.52
2052,7.09
2053,6.92
2054,6.83
2055,6.72
2056,6.76
2057,7.05
2058,6.80
2059,6.72
2060,6.79
2061,6.74
2062,7.42
2063,6.61
2064,6.59
2065,6.57
2066,6.79
2067,7.01
2068,7.25
2069,6.68
2070,6.94
2071,6.62
2072,6.99
2073,6.64
2074,6.62
2075,6.62
2076,6.62
2077,7.27
2078,6.57
2079,6.63
2080,6.70
2081,6.63
2082,7.10
2083,7.00
2084,6.71
2085,6.61
2086,6.82
2087,7.39
2088,6.59
2089,6.61
2090,6.58
2091,6.71
2092,7.05
2093,6.61
2094,6.63
2095,6.60
2096,6.67
2097,6.99
2098,6.65
2099,7.03
2100,6.52
2101,6.55
2102,7.13
2103,6.80
2104,7.03
2105,6.81
2106,6.59
2107,7.33
2108,6.53
2109,6.90
2110,6.58
2111,6.69
2112,7.13
2113,6.75
2114,7.14
2115,6.60
2116,6.66
2117,7.27
2118,6.64
2119,6.59
2120,6.64
2121,6.98
2122,8.03
2123,6.64
2124,6.69
2125,6.65
2126,6.90
2127,7.15
2128,7.51
2129,7.05
2130,6.87
2131,6.66
2132,6.57
2133,6.63
2134,6.95
2135,7.27
2136,6.57
2137,7.05
2138,6.81
2139,6.61
2140,6.95
2141,6.61
